;Nazwa;Kategoria;zdjecie;Cena zawiera podatek. (brutto);Opis;Ilosc
285;  Industrialna lampa sufitowa Satellite ;40;"https://lw-cdn.com/images/C4B6AD90CC8B/k_d63cb8bfcc2a4eb0a73a80921e2dc8be;w_353;h_353;q_70/industrialna-lampa-sufitowa-satellite.jpg";378,90zł;Satelitarne światło sufitowe z trzema obrotowymi reflektorami punktowymi  Nowoczesna oprawa sufitowa Satellite to trójpłomieniowy reflektor o przemysłowym wyglądzie. Wszystkie trzy źródła światła mogą być indywidualnie regulowane, dzięki czemu w każdej chwili możliwe jest ukierunkowane oświetlenie pomieszczenia. Satelitarna oprawa sufitowa może być również instalowana jako oprawa ścienna i tym samym oferuje szeroki zakres zastosowań. Czy to w kuchni, przedpokoju, czy w salonie i jadalni - oprawa sufitowa lub ścienna Satellite jest praktycznym źródłem światła i wszędzie przyciąga wzrok. ;50
286;  Kwadratowa lampa sufitowa Satellite ;40;"https://lw-cdn.com/images/2F28CEDBA269/k_6a033af0381aa043875ee00b406d9c67;w_353;h_353;q_70/kwadratowa-lampa-sufitowa-satellite.jpg";489,90zł;Nowoczesne 4-płomieniowe światło sufitowe Satelita  Praktyczna funkcja i nowoczesny design: kwadratowa oprawa sufitowa Satellite posiada cztery obrotowe i uchylne reflektory punktowe, które zapewniają optymalne oświetlenie pomieszczenia i mogą być regulowane indywidualnie. Projekt został opracowany w stylu hiperindustrialnym i zapewnia, że oprawa Satellite będzie prawdziwie przyciągająca wzrok w każdym pomieszczeniu. Czy to w kuchni, salonie czy przedpokoju - światło sufitowe Satellite doskonale pasuje do młodych i nowoczesnych wnętrz. ;50
287;  Lampa sufitowa Barnstaple,styl industrialny,4-pkt. ;40;"https://lw-cdn.com/images/DA412D9FC676/k_cd5f1edaba0d43e6bb75165a93e0553d;w_353;h_353;q_70/lampa-sufitowa-barnstaple-styl-industrialny-4-pkt.jpg";685,28zł;Kwadratowa lampa sufitowa Barnstaple z czterema spotami  Lampa sufitowa Barnstaple stanowi niezwykłą atrakcję w salonach nowoczesnych lub zaaranżowanych w stylu industrialnym czy też na poddaszu. Ma bowiem design w stylu vintage. Cztery stalowe klosze, ocynkowane i wyglądające na zużyte, zamocowane są na kwadratowej rozecie sufitowej, wykonanej ze stali i wyposażonej w okładzinę z ciemnej drewnianej płyty z laserunkiem. Wszystkie klosze wyposażone są w boczne śruby blokujące, za pomocą których można je mocować pod żądanym kątem, tak aby wszystkie cztery spoty emitowały światło w różnych kierunkach.  Specjalny, przyciągający wzrok i modny dodatek do wnętrz w modnym stylu vintage. ;50
288;  Spot sufitowy Henega, reflektor, czarny, 3-pkt. ;40;"https://lw-cdn.com/images/3BCBD78C773C/k_f5282282a9f53b2dc02d46a28bc1ac54;w_353;h_353;q_70/spot-sufitowy-henega-reflektor-czarny-3-pkt.jpg"; 416,99zł ;3-punktowy reflektor sufitowy Henega z trzema czarnymi kloszami o wyglądzie reflektora  Henega jest lampą w stylu vintage, ponieważ trzy klosze, które można ustawiać na różne sposoby, wywołują skojarzenia ze starymi reflektorami, zwłaszcza tymi znanymi ze starych samochodów. Aby uzyskać niezwykle autentyczny wygląd, poryflowane zostało także szkło pełniące rolę pokrywy nad żarówkami. Dlatego Henega jest hołdem składanym minionym czasom, a lampa sufitowa ma piękny, nostalgiczny wygląd, który zawsze zyskuje pozytywne opinie i nadaje wnętrzom indywidualnego charakteru. Warta zobaczenia atrakcja! Pobierz:   Instrukcja obsługi                    (424 KB) ;50
289;  Spot sufitowy Anze w mosiężnym stylu antycznym ;40;"https://lw-cdn.com/images/F29A7AF63B13/k_0cc949bda4ab15a01ce74e7dd06d71ff;w_353;h_353;q_70/spot-sufitowy-anze-w-mosieznym-stylu-antycznym.jpg"; 170,65zł ;2-punktowa lampa sufitowa Anze w stylu industrialnym  Wygląd lampy sufitowej Anze z antycznym mosiężnym wykończeniem doskonale wpisuje się w nowoczesny styl industrialny, jak również do koncepcji przestrzeni utrzymanej w klimacie marynarskim. Lampa Anze, która wyposażona jest w dwa obrotowe i odchylane reflektory z żarówkami GU10, zapewnia dobre światło w każdym kierunku, dzięki czemu doskonale oświetla pomieszczenie. Umieszczona w korytarzach, salonach czy jadalniach, lampa sufitowa Anze urzeka antycznym wdziękiem i nowoczesnym stylem. Pobierz:   Instrukcja obsługi                    (377 KB) ;50
290;  Spot sufitowy Zoja, 4-punktowy ;40;"https://lw-cdn.com/images/F68D547DC587/k_071d5078440ef99b7320b123ad12f1fd;w_353;h_353;q_70/spot-sufitowy-zoja-4-punktowy.jpg"; 434,88zł ;Dobre światło i świetny wygląd – lampa sufitowa Zoja w stylu retro  Trochę retro, trochę industrialne – wzornictwo 4-punktowej lampy sufitowej Zoja łączy oba te style. Jej cztery spoty przypominają wyglądem reflektory starych samochodów i umożliwiają powrót do atmosfery lat 50. Ten wyjątkowy wygląd sprawia, że reflektor sufitowy Zoja jest popularną oprawą oświetleniową, która zdobywa wysokie noty w nowoczesnych, współczesnych wnętrzach. Ponadto spot emituje również wystarczającą ilość światła, które równomiernie rozchodzi się w pomieszczeniu i nie oślepia. Pobierz:   Instrukcja obsługi                    (332 KB) ;50
291;  Lindby Telmos lampa sufitowa, 5-punktowa ;40;"https://lw-cdn.com/images/EBD35AD2942E/k_a6fce5308952bee70f925ad63a1c57a1;w_353;h_353;q_70/lindby-telmos-lampa-sufitowa-5-punktowa.jpg"; 326,75zł ;Pięcioramienna lampa sufitowa Telmos z wygiętymi ramionami  Lampa sufitowa Telmos urzeka swoim niezwykłym designem, który natychmiast przyciąga wszystkie spojrzenia. Sprawdzi się zarówno w większym salonie, jak i w przedpokoju, ponieważ dzięki pięciu źródłom światła oferuje bardzo dobre oświetlenie. Klosze są zaprojektowane w modnym kształcie klatki, dzięki czemu masz wyraźny widok na palące się punkty. Dzięki temu światło może bez przeszkód rozchodzić się we wszystkich kierunkach. Do tej oprawy doskonale pasują energooszczędne żarówki LED w optyce filamentowej. Pobierz:   Instrukcja obsługi                    (724 KB) ;50
292;  Lampa sufitowa Gina, 2-punktowa, biała ;40;"https://lw-cdn.com/images/4A58160647B8/k_2e7c951c2f3199dd2ffd3ab8ce049ef0;w_353;h_353;q_70/lampa-sufitowa-gina-2-punktowa-biala.jpg";181,22zł;Industrialna lampa sufitowa Gina z ruchomymi punktami - 2 płomienie  Oba reflektory tej białej lampy sufitowej można odchylać i obracać. W ten sposób umożliwiają one oświetlenie pomieszczenia, które jest całkowicie dostosowane do osobistych życzeń. Wizualnie zaprojektowana w stylu industrialnym, stanowi idealny dodatek do wyposażenia oświetleniowego np. loftu. Dwulampowa lampa sufitowa Gina wygląda jednak bardzo dobrze również w każdym innym nowocześnie urządzonym salonie i roztacza przyjemne światło. ;50
293;  Dwupunktowy reflektor KADIGA z betonu, GU10 ;40;"https://lw-cdn.com/images/94D850A1B8F9/k_6df86f79cc12114d56e1aeb3d8e26012;w_353;h_353;q_70/dwupunktowy-reflektor-kadiga-z-betonu-gu10.jpg"; 286,91zł ;Wykonany z betonu LED-reflektor KADIGA z dwoma kloszami  LED-Reflektor KADIGA stwarza wiele możliwości aranżacyjnych, gdyż nadaje się do montażu nie tylko na ścianie, ale i na suficie. Jednak nieco ograniczone możliwości daje wygląd lampy, gdyż nie pasuje do każdego stylu. Nie może być tu mowy o całkowicie prostym designie, gdyż osoby decydujące się na lampy wykonane z betonu nie wybierają ich ze względu na ich prosty, dyskretny wygląd. Wręcz przeciwnie, dlatego KADIGA przypadnie do gustu tym, którzy chcą dodać wnętrzu charakteru. Może to być loft w industrialnym stylu, który nawiązuje do swej dawnej funkcji i klimatu starej fabryki, jak również zwykłe wnętrze, w którym brakuje wyjątkowej dekoracji, która będzie przyciągać spojrzenia. Pobierz:   Instrukcja obsługi                    (308 KB) ;50
294;  2-punktowy reflektor LED Ebbi z easydim ;40;"https://lw-cdn.com/images/3AE98A53E3BC/k_9c5398a9a74b2dc05df7e5bf8120e4d2;w_353;h_353;q_70/2-punktowy-reflektor-led-ebbi-z-easydim.jpg"; 199,92zł ;Staromodnie wyglądający reflektor LED Ebbi w wersji dwupunktowej, z wygodną technologią easydim  Ebbi jest wykonana w całości z metalu o barwie starego mosiądzu, dzięki czemu może błyszczeć i wyglądać tak, jakby naprawdę była stara. Dwa pojedyncze reflektory mogą być obracane i odchylane oddzielnie, co korzystnie wpływa na możliwość indywidualnego ustawienia kierunku padania światła. Aby efekt „starej lampy” był jeszcze bardziej autentyczny, w tym reflektorze LED wykorzystano osłony siatkowe, umieszczone nad kloszami.   Ten reflektor LED wygląda tak nostalgicznie, jak nowoczesna jest zastosowana w nim technologia. Dzieje się tak dlatego, że w lampie zastosowano żarówki LED z innowacyjną funkcją easydim. Ten reflektor LED jest łatwo ściemnić, ponieważ wymaga tylko przełącznika ściennego i nie potrzeba do niego żadnych specjalnych ściemniaczy. Jeśli chcesz zacząć ściemniać lampę, wystarczy po załączeniu reflektora LED dwukrotnie szybko nacisnąć przełącznik. Aby przerwać proces ściemniania lub wybrać odpowiednią jasność, należy powtórzyć procedurę.  Pobierz:   Instrukcja obsługi                    (510 KB) ;50
295;  Poruszająca industrialna lampa sufitowa Bente ;40;"https://lw-cdn.com/images/CC4F3D406B5B/k_28306cae34e57ee3bb6b2c3685794b06;w_353;h_353;q_70/poruszajaca-industrialna-lampa-sufitowa-bente.jpg";362,52zł;Hit na suficie - 4-punktowa lampa sufitowa Bente o industrialnym charakterze  Dzięki rdzawej powierzchni i masywnej sylwetce ta lampa sufitowa uosabia najmodniejsze trendy stylu industrialnego, stając się nieodzownym elementem wyposażania wszystkich fanów tego stylu. Światło wydobywa się z czterech dowolnie regulowanych reflektorów w odpowiednie miejsca. Zaleca się użycie żarówek LED GU10 o mocy maksymalnej do 4 watów. ;50
296;  Regulowana lampa sufitowa Bentli w kolorze rdzy ;40;"https://lw-cdn.com/images/2877C261CFCE/k_5cf07c1c67751d645a160c266a104c0a;w_353;h_353;q_70/regulowana-lampa-sufitowa-bentli-w-kolorze-rdzy.jpg";362,52zł;3-punktowa lampa sufitowa Bentli z regulowanymi spotami  Ta lampa sufitowa pasuje nie tylko do nowoczesnego salonu, ale również do nowoczesnego loftu o charakterze industrialnym. Przede wszystkim rustykalna forma i rdzawo-brązowa powierzchnia sprawiają, że lampa sufitowa Bentli jest idealna do tego stylu, w którym królują postarzane elementy. Dzięki możliwości przestawiania poszczególnych spotów gwarantowane jest doskonałe oświetlenie. ;50
297;  Lampa sufitowa Günther z metalu, czarna, 4-pkt. ;40;"https://lw-cdn.com/images/05F84A452404/k_84d437531f312677455b8928bf3cabb8;w_353;h_353;q_70/lampa-sufitowa-guenther-z-metalu-czarna-4-pkt.jpg";362,52zł;;50
298;  PERSEAS - lampa sufitowa LED GU10, 3-pkt. ;40;"https://lw-cdn.com/images/A78947E82E5D/k_715055cd69a4857fc2e8028ee228a121;w_353;h_353;q_70/perseas-lampa-sufitowa-led-gu10-3-pkt.jpg"; 272,28zł ;Lampa sufitowa LED PERSEAS z żarówkami LED GU10 oraz powierzchnią w kolorze antycznego mosiądzu  Lampa sufitowa PERSEAS to połączenie wyglądu w stylu antycznym oraz nowoczesnej technologii oświetleniowej. Dlatego doskonale odnajdzie się w klasycznych wnętrzach, wypełniając je w ekonomiczny sposób pięknym światłem. Objęte dostawą żarówki LED posiadają trzonek GU10. Dzięki trzem reflektorom i okrągłej konstrukcji lampa PERSEAS zapewni we wnętrzu mnóstwo przyjemnego, jasnego światła.   Cechy żarówek z trzonkiem GU10 (w zestawie):  - niski stopień zużycia energii, energooszczędność aż do 80%  - jednolite oświetlenie dzięki dużemu kątowi rozsyłania światła 90°  - bardzo długi okres użytkowania do 30 000 godzin  - odporna na wstrząsy  - żarówka bez rtęci  - czynnik wydajności: 0,5  - bez możliwości ściemniania Pobierz:   Instrukcja obsługi                    (384 KB) ;50
299;  Lampa sufitowa Brinley 3-pkt. ;40;"https://lw-cdn.com/images/A5F188FDD7E2/k_93e0277f350a12ddaa2e20581f889d98;w_353;h_353;q_70/lampa-sufitowa-brinley-3-pkt.jpg";1214,55zł;Kolor niklu, lampa sufitowa Brinley  3-punktowa lampa sufitowa Brinley zapewnia szczególnie przytulne oświetlenie otoczenia. Poszczególne lampki, stanowiące jej część, wyglądają niemal jak słoiki z dżemami. Szklane klosze są przezroczyste, a światło wydostaje się we wszystkich kierunkach. Najlepsze warunki do zapewnienia odpowiedniego oświetlenia otoczenia, takiego, jakie potrzebne jest w danym pomieszczeniu.  Ta lampa sufitowa, inspirowana stylem industrialnym, nadaje się jako stylowe źródło światła, szczególnie w pomieszczeniach urządzonych w stylu przemysłowym lub vintage, prywatnych lub gastronomicznych, i współpracuje z odpowiednimi żarówkami retro. Można je nabyć w dziale „Akcesoria dodatkowe”. ;50
300;  Lampa sufitowa Carmen Wood, 3-pkt. ;40;"https://lw-cdn.com/images/BEAB414479F5/k_42755b376b37208d4be8f98eabf05c36;w_353;h_353;q_70/lampa-sufitowa-carmen-wood-3-pkt.jpg";362,52zł;3-punktowa lampa sufitowa Carmen Wood - industrialne oświetlenie w nowoczesnej interpretacji  Zainspirowany funkcjonalnymi lampami przemysłowymi czy teatralnymi, model ten prezentuje się w skromnie-eleganckiej odsłonie. Element sufitowy wykonany z drewna zachwyca swoim ciepłym kolorem. Zdecydowanie łagodzi zdecydowaną surowość metalowego klosza. 3-punktowa lampa sufitowa Carmen Wood nastraja nostalgicznie i przekonuje do siebie elastycznością. Każdy z trzech kloszy można skierować w inną stronę, tworząc albo przyjemne oświetlenie w tle, albo stawiając zdecydowane akcenty świetlne.  Dzięki wyglądowi retro 3-punktowa lampa sufitowa Carmen Wood fantastycznie pasuje do nowoczesnego stylu industrialnego. Kompaktowa lampa Carmen wood pasuje tak samo dobrze jako oświetlenie ogólne w salonie, jak i jako wymyślne oświetlenie stołu. ;50
301;  Joline - piękna lampa sufitowa LED ;44;"https://lw-cdn.com/images/A9D86E8F13DC/k_e2f6c0fc3fdcc98c31243443f1a99cf2;w_353;h_353;q_70/joline-piekna-lampa-sufitowa-led.jpg"; 343,82zł ;Idealna do kuchni, korytarza i salonu - lampa sufitowa LED Joline  Lampę sufitową LED Joline można określić jako niezwykle delikatną, o purystycznym designie. Wąski pierścień przypominający precel łączy się z okrągłym zamocowaniem sufitowym, tworząc lampę. Brzmi skromnie, ale efekty są znakomite. Warto wspomnieć, że zdobiące pierścień diody LED dają stosunkowo równomierne światło. Chromowana powierzchnia o wysokim połysku nadaje lampie niezwykle elegancki wygląd. Bardo stylowa, nowoczesna oprawa do wnętrz! Pobierz:   Instrukcja obsługi                    (415 KB) ;50
302;  Lampa sufitowa LED Venida, czarna, dwa kwadraty ;44;"https://lw-cdn.com/images/6A3605F1AF89/k_3c247c015baa622e4dbbeab8b3182321;w_353;h_353;q_70/lampa-sufitowa-led-venida-czarna-dwa-kwadraty.jpg";326,75zł;;50
303;  Lindby Joffrey lampa sufitowa, 5-pkt., czarna ;44;"https://lw-cdn.com/images/BE1C2FA22A43/k_53323cea2478e8b1a61828d940e7245f;w_353;h_353;q_70/lindby-joffrey-lampa-sufitowa-5-pkt-czarna.jpg"; 308,05zł ;Lampa sufitowa Joffrey równomiernie rozprowadza światło  Prosta, nowoczesna i klasycznie ponadczasowa - taka jest lampa sufitowa Joffrey . Składa się on z kątowej płyty sufitowej, do której przymocowane są dwa metalowe pręty. Krzyżują się one na środku, dzięki czemu wystają daleko w głąb pomieszczenia. Oprawy oświetleniowe są równomiernie rozmieszczone na rozpórkach. Zapewnia to nie tylko harmonijny wygląd ogólny, ale również idealny rozsył światła. Oznacza to, że Joffrey może bez problemu oświetlać również większe pomieszczenia. Kolejną zaletą jest to, że oprawy oświetleniowe są inaczej ustawione i można je regulować. Oznacza to, że żaden zakątek nie jest pozostawiony w ciemności. Pobierz:   Instrukcja obsługi                    (379 KB) ;50
304;  Lampa sufitowa LED Frame, pilot, czarna ;44;"https://lw-cdn.com/images/5EDFC16F9F2A/k_3a60fd29e339fca984bc4fd15de98481;w_353;h_353;q_70/lampa-sufitowa-led-frame-pilot-czarna.jpg"; 362,52zł ;;50
305;  Elegancka lampa sufitowa LED ELAINA, 3pkt., nikiel ;44;"https://lw-cdn.com/images/0F0B7451C6A2/k_4f3ee052cfdffc35a522affc9785768e;w_353;h_353;q_70/elegancka-lampa-sufitowa-led-elaina-3pkt-nikiel.jpg"; 272,28zł ;Lampa sufitowa ELAINA z kloszami ze szkła opalowego i żarówkami LED E14  Ta 3-punktowa lampa sufitowa z białymi szklanymi kloszami oraz metalową oprawą w postaci wygiętych prętów daje piękne, równomierne światło. Dzięki tym właściwościom lampa ELAINA stanowi uniwersalne źródło światła, które można stosować na wiele sposobów w różnych pomieszczeniach i aranżacjach. Dostawa obejmuje żarówki LED z trzonkiem E14 emitujące ciepłe białe światło oraz charakteryzujące się wysoką energooszczędnością i długim okresem użytkowania.  Pobierz:   Instrukcja obsługi                    (501 KB) ;50
